fid,y,x,tree_id,species,health,notes
629,42.47371375,-76.4882815,629,Crabapple,5,
630,42.47369806,-76.48825414,630,Crabapple,4,
631,42.47356669,-76.4883898,631,Dogwood,4,Kousa
632,42.47350971,-76.48830886,632,Common Lilac,4,Cluster
633,42.47339831,-76.48833087,633,Ninebark,5,Bush
634,42.47339718,-76.48824628,634,Crabapple,4,
635,42.47335066,-76.48818322,635,Bayberry,4,
636,42.47328487,-76.48815092,636,Crabapple,5,
637,42.47319525,-76.48809863,637,Hawthorn,5,Cockspur
638,42.47309768,-76.48801865,638,Hawthorn,5,Cockspur
639,42.4730092,-76.48798789,639,Red Pine,3,
640,42.47306275,-76.48808069,640,White Spruce,5,
641,42.47302621,-76.48807863,641,Red Pine,4,
642,42.47299218,-76.48815707,642,Red Pine,1,
643,42.47306025,-76.48826474,643,Red Maple,5,
644,42.47309428,-76.48829396,644,Red Maple,5,
645,42.47322361,-76.48837855,645,Honey Locust,5,
646,42.47327466,-76.48840777,646,Magnolia,4,Star
647,42.47337335,-76.48840777,647,Bradford Pear,5,
648,42.4733223,-76.48845853,648,Norway Spruce,5,
649,42.47335658,-76.48853307,649,Blue Spruce,5,
650,42.473286,-76.48850928,650,Norway Spruce,5,
651,42.47325465,-76.48852586,651,Japanese Lilac Tree,5,
652,42.47327466,-76.48870769,652,Crabapple,4,
653,42.4731789,-76.48871599,653,Ash,5,White
654,42.47324856,-76.48877075,654,Hawthorn,4,Cockspur
655,42.47326558,-76.4888415,655,Crabapple,3,
656,42.47328513,-76.48887786,656,Arborvitae,5,
657,42.47329727,-76.48889431,657,Blue Spruce,5,
658,42.47330558,-76.48890731,658,Blue Spruce,5,
659,42.47341986,-76.48882612,659,Seven Son's Tree,5,
660,42.47353104,-76.48886918,660,Dogwood,2,
661,42.47349247,-76.48895531,661,River Birch,5,
662,42.47353144,-76.48896223,662,Blue Spruce,2,
663,42.47351062,-76.48901991,663,Crabapple,4,Siberian
664,42.47352441,-76.4890146,664,Blue Spruce,5,
665,42.47353963,-76.48902571,665,Japanese Red Maple,3,
666,42.47355269,-76.48903831,666,Redbud,4,
667,42.47348988,-76.48907672,667,Arborvitae,4,
668,42.4735091,-76.48909045,668,Arborvitae,4,
669,42.47354579,-76.48915064,669,White Spruce,5,
670,42.47358191,-76.48910227,670,Redbud,5,
671,42.47356909,-76.48905917,671,Japanese Maple,5,Green
672,42.47357986,-76.48906056,672,Cypress,3,Sawara
673,42.47359678,-76.48903414,673,River Birch,5,
674,42.47364335,-76.48903837,674,River Birch,5,
675,42.47362909,-76.48906334,675,Black Gum,5,
676,42.47362293,-76.4891245,676,Eastern White Pine,4,
677,42.47371936,-76.48917064,677,Bradford Pear,4,
678,42.47387364,-76.48923523,678,Bradford Pear,5,
679,42.474113,-76.4890599,679,Red Maple,5,
680,42.47420047,-76.48912719,680,Catalpa,5,
681,42.47420829,-76.48920291,681,American Sycamore,4,
682,42.47436711,-76.48932752,682,Crabapple,3,Siberian
683,42.47440341,-76.48930137,683,Crabapple,3,Southern
684,42.47437711,-76.48919173,684,White Spruce,5,
685,42.4744692,-76.48913064,685,White Spruce,5,Cluster of 3
686,42.47448508,-76.48915621,686,Cypress,4,Sawara
687,42.47449303,-76.48917833,687,Blue Spruce,5,
688,42.47451685,-76.48916429,688,White Spruce,5,
689,42.47453174,-76.48918986,689,Cypress,4,Sawara Cluster of 3.
690,42.47451983,-76.48921274,690,Common Boxwood,5,
691,42.47452253,-76.48929368,691,Blue Spruce,5,
692,42.47454887,-76.48927903,692,White Spruce,5,
693,42.47456078,-76.48928173,693,White Spruce,5,
694,42.47457269,-76.48926625,694,Plum,5,European
695,42.47457865,-76.48928509,695,White Spruce,5,cluster 3
696,42.47459085,-76.48928325,696,Arborvitae,5,
697,42.47460943,-76.48924067,697,White Spruce,5,
698,42.47462531,-76.48925211,698,Burning Bush,5,
699,42.47465063,-76.4892326,699,Cypress,5,Cluster Sawara
700,42.47475735,-76.48931675,700,Red Maple,4,
701,42.47683486,-76.48857004,701,Crabapple,4,Siberian
702,42.476815,-76.48850621,702,Crabapple,4,Siberian
703,42.47674864,-76.4884393,703,Norway Maple,4,
704,42.47668739,-76.48834394,704,Norway Maple,5,
705,42.47667264,-76.48823474,705,Honey locust,4,
706,42.47658288,-76.48824859,706,Norway Maple,5,
707,42.47648206,-76.4880571,707,Crabapple,4,Siberian
708,42.47644123,-76.48797712,708,Crabapple,3,Siberian
709,42.47639401,-76.4880994,709,Silver Maple,3,Red galls
710,42.47635714,-76.48807633,710,Locust,5,
711,42.4763163,-76.48811324,711,Japanese Cherry,5,
712,42.4763821,-76.48817092,712,European Beech,4,
713,42.47629418,-76.48826704,713,Cornelian Cherry,5,
714,42.47626355,-76.48832318,714,Crabapple,2,Siberian
715,42.47625763,-76.48835943,715,Crabapple,5,Siberian
716,42.47628124,-76.48836123,716,Cornelian Cherry,5,
717,42.47645016,-76.48850236,717,Crabapple,3,Siberian
718,42.47652049,-76.48853466,718,Crabapple,3,Siberian
719,42.47646973,-76.48857849,719,Plum,3,Cherry. Need to check this tree
720,42.47636196,-76.48864309,720,Bradford Pear,5,
721,42.47626128,-76.48859003,721,Hawthorn,5,Cockspur
722,42.47624881,-76.48848698,722,Cornelian Cherry,4,
723,42.47613225,-76.48851082,723,Blue Spruce,5,
724,42.47610592,-76.48852784,724,Japanese Weeping Cherry,4,grafted
725,42.47606305,-76.48849698,725,White Spruce,5,
726,42.47605511,-76.488437,726,Gray Birch,4,
727,42.47587814,-76.48837086,727,Silver Maple,5,
728,42.47581462,-76.48837394,728,Hawthorn,5,Cockspur
729,42.47578292,-76.48839233,729,White Fir,5,
730,42.47578059,-76.4884816,730,Viburnum,5,Japanese Snowball picatum
731,42.47574882,-76.48852774,731,Viburnum,5,Japanese Snowball picatum
732,42.47567736,-76.48854927,732,Japanese Red Maple,5,
733,42.4756524,-76.48861387,733,Hawthorn,5,Cockspur
734,42.47555824,-76.48870769,734,Norway Maple,4,
735,42.4756853,-76.48870154,735,Hawthorn,5,Cockspur
736,42.47572566,-76.48868563,736,Mugo Pine,3,
737,42.47577868,-76.48866263,737,Mugo Pine,5,
738,42.47580214,-76.48868154,738,Amur Maple,5,
739,42.47577038,-76.48882458,739,Hawthorn,3,Black. Diseased
740,42.47593373,-76.48881535,740,River Birch,5,
741,42.47595275,-76.48870806,741,Hawthorn,5,
742,42.47607666,-76.48876306,742,Hawthorn,4,Cockspur
743,42.47593827,-76.48899838,743,Blue Spruce,3,
744,42.47598705,-76.48908297,744,Blue Spruce,5,
745,42.4759031,-76.4890922,745,Norway Spruce,5,
746,42.47592465,-76.48918756,746,Hawthorn,3,Cockspur
747,42.47588722,-76.48930445,747,Hawthorn,3,Cockspur
748,42.47589108,-76.48935562,748,River Birch,5,
749,42.4759394,-76.48937673,749,Japanese Lilac Tree,4,
750,42.47583731,-76.48939673,750,River Birch,5,
751,42.47568303,-76.48927522,751,Crabapple,4,Siberian
752,42.47565694,-76.4894198,752,Crabapple,5,Southern
753,42.47563085,-76.48958591,753,Littleleaf Linden,5,
754,42.47579193,-76.48959667,754,Crabapple,4,Siberian
755,42.47585546,-76.48953054,755,River Birch,5,
756,42.47590796,-76.489506,756,Blue Spruce,4,
757,42.47612884,-76.4894967,757,White Pine,5,
758,42.47613111,-76.48943672,758,Crabapple,3,Siberian
759,42.47614473,-76.48928907,759,Crabapple,4,Siberian
760,42.47638635,-76.48913526,760,River Birch,5,
761,42.47634576,-76.48911207,761,American Hornbeam,5,
762,42.47630418,-76.48910016,762,American Hornbeam,5,
763,42.47624308,-76.48911414,763,Blue Spruce,3,
764,42.47622407,-76.48910164,764,Blue Spruce,5,
765,42.47621908,-76.48906721,765,Red Pine,5,
766,42.47625006,-76.48906703,766,American Sycamore,4,some disese
767,42.47624952,-76.48905356,767,Norway Spruce,3,
768,42.47624639,-76.48904309,768,Norway Spruce,3,
769,42.47622119,-76.48902432,769,Arborvitae,5,
770,42.47623098,-76.48901026,770,Arborvitae,5,
771,42.47622695,-76.48899855,771,Arborvitae,5,
772,42.47625659,-76.48899768,772,Japanese Cherry,5,Planted 2023
773,42.47623732,-76.48898293,773,Arborvitae,5,
774,42.47623253,-76.48897346,774,Arborvitae,5,
775,42.47620428,-76.48897223,775,Crabapple,5,Siberian
776,42.47621047,-76.48893024,776,Norway Spruce,5,
777,42.47623917,-76.48894294,777,Sitka Spruce,5,
778,42.47626612,-76.48894934,778,Japanese Red Maple,5,
779,42.47628282,-76.48892982,779,Beech,5,Variegated
780,42.4762564,-76.48886858,780,White Spruce,5,
781,42.47625905,-76.48884774,781,White Spruce,5,
782,42.47626806,-76.48886068,782,Blue Spruce,5,
783,42.47629668,-76.48887587,783,Crabapple,5,Siberian
784,42.47635767,-76.48890417,784,Crabapple,5,Siberian
785,42.4764425,-76.4889243,785,Hawthorn,5,Cockspur
786,42.4764771,-76.48894147,786,Apple,5,
787,42.47657693,-76.48893686,787,Crabapple,4,Siberian
788,42.47664159,-76.48897838,788,Crabapple,4,Siberian
789,42.47676296,-76.48901068,789,Crabapple,5,Siberian
790,42.47684974,-76.48911065,790,Silver Maple,5,
791,42.47679132,-76.48914603,791,Norway Spruce,5,
792,42.47680783,-76.4891743,792,Willow,5,Dappled
793,42.47681798,-76.48920601,793,Bradford Pear,5,
794,42.47673631,-76.48928291,794,Blue Spruce,4,
795,42.47670001,-76.48932136,795,Blue Spruce,4,
796,42.47664953,-76.4893552,796,Norway Spruce,4,
797,42.47663194,-76.4892337,797,White Pine,4,
798,42.47658459,-76.48919172,798,Japanese Cherry,4,
799,42.47655197,-76.48918294,799,Gray Birch,5,
800,42.47653495,-76.48934136,800,American Sycamore,3,Anthracnose
801,42.47643513,-76.48936904,801,American Sycamore,3,Anthracnose
802,42.47636139,-76.48952131,802,Red Spruce,2,Topped
803,42.47630581,-76.48955668,803,Norway Spruce,3,
804,42.47647143,-76.48976124,804,American Sycamore,2,Anthracnose
805,42.47612756,-76.48987285,805,Tulip Tree,4,
806,42.47605651,-76.48987429,806,American Sycamore,2,Disease
807,42.47598758,-76.48987429,807,Tulip Tree,5,
808,42.47590487,-76.48987429,808,American Sycamore,1,Disease
809,42.47582746,-76.48986997,809,American Sycamore,3,
810,42.47573414,-76.48986135,810,American Sycamore,3,
811,42.47560265,-76.48985128,811,American Sycamore,2,Disease
812,42.47537571,-76.48981965,812,American Sycamore,2,Disease
813,42.47542325,-76.48952746,813,Littleleaf Linden,5,
814,42.47529393,-76.48955822,814,White Spruce,3,
815,42.47525788,-76.48952135,815,White Spruce,2,
816,42.47523834,-76.48947055,816,Norway Spruce,5,
817,42.47534158,-76.48944124,817,Cypress,5,Sawara
818,42.47534815,-76.48941231,818,Cypress,5,Sawara
819,42.47520431,-76.48917679,819,Silver Maple,4,
820,42.47545842,-76.48907374,820,Rose of Sharon,5,Bush
821,42.47547657,-76.48890456,821,Crabapple,4,Siberian
822,42.47522133,-76.4888861,822,Sitka Spruce,4,
823,42.47519977,-76.48880459,823,Silver Maple,5,
824,42.4752236,-76.48873999,824,Norway Spruce,4,
825,42.47526557,-76.48866155,825,American Hazelnut,5,
826,42.47533477,-76.4885585,826,River Birch,4,
827,42.47531677,-76.48852885,827,Cornelian Cherry,4,
828,42.47527578,-76.48850005,828,White Pine,5,
829,42.4753164,-76.48836268,829,White Spruce,3,
830,42.47536426,-76.4883401,830,Sugar Maple,5,
831,42.4753572,-76.48827049,831,Arborvitae,5,
832,42.47539602,-76.48818783,832,Sugar Maple,5,
833,42.47540026,-76.48811992,833,Blue Spruce,5,
834,42.47541191,-76.48807402,834,Norway Maple,5,
835,42.47541839,-76.48798164,835,Cherry Plum,3,
836,42.47543233,-76.48794636,836,Crabapple,4,
837,42.47550452,-76.48785258,837,Arborvitae,5,
838,42.47545161,-76.48781409,838,Crabapple,4,
839,42.47546295,-76.48768028,839,Silver Maple,4,
840,42.47551358,-76.48763441,840,White Fir,5,
841,42.47549998,-76.4877604,841,Bradford Pear,5,
842,42.47557024,-76.48781878,842,Crabapple,4,
843,42.47564332,-76.48794021,843,Crabapple,3,Siberian
844,42.47561156,-76.48805249,844,Crabapple,2,Siberian
845,42.47561043,-76.48814169,845,Japanese Cherry,4,
846,42.47555371,-76.48834779,846,Crabapple,3,Siberian
847,42.47579306,-76.48820937,847,Japanese Lilac Tree,5,
848,42.47584752,-76.48809709,848,Norway Maple,4,
849,42.4759444,-76.48819039,849,American Sycamore,4,
850,42.47600349,-76.48815942,850,White Pine,5,
851,42.47599952,-76.48810324,851,Red Maple,5,
852,42.47603742,-76.48811629,852,Gray Birch,2,
853,42.47611863,-76.48825089,853,Dogwood,5,Kousa
854,42.47612649,-76.48807315,854,White Spruce,5,
855,42.47616679,-76.48790925,855,Crabapple,3,Southern
856,42.47605171,-76.48785716,856,Crabapple,2,Southern
857,42.47601654,-76.48783562,857,Blue Spruce,5,
858,42.47573634,-76.48774027,858,Japanese Lilac Tree,5,
859,42.4756558,-76.48770643,859,Norway Maple,5,
860,42.47568983,-76.48758646,860,Hawthorn,4,Black
861,42.4757284,-76.48738806,861,Crabapple,4,Siberian
862,42.47551514,-76.48737422,862,Norway Spruce,4,
863,42.47552648,-76.48724963,863,Douglas Fir,3,
864,42.47554765,-76.48716235,864,Crabapple,1,Siberian
865,42.47557186,-76.48714812,865,Crabapple,3,
866,42.47558434,-76.48708199,866,Japanese Cherry,4,
867,42.47555711,-76.487042,867,Crabapple,2,
868,42.4755503,-76.48696048,868,Crabapple,2,
869,42.47559224,-76.4868329,869,Crabapple,3,
870,42.47563652,-76.48665749,870,Silver Maple,5,
871,42.47582029,-76.48664211,871,Cornelian Cherry,5,
872,42.47582936,-76.486779,872,Crabapple,4,Siberian
873,42.47580554,-76.48692972,873,Japanese Cherry,4,
874,42.47578285,-76.48706353,874,Japanese Cherry,3,
875,42.47593486,-76.48681437,875,Japanese Red Maple,4,
876,42.47598931,-76.48685282,876,Crabapple,5,Southern
877,42.47607553,-76.48691896,877,Ash,2,Green
878,42.47620199,-76.48699188,878,Honey Locust,5,
879,42.4762673,-76.48690574,879,Japanese Red Maple,5,
880,42.47632963,-76.48704661,880,River Birch,5,
881,42.47618455,-76.48713879,881,Honey Locust,5,
882,42.47628508,-76.48726169,882,Red Pine,5,
883,42.47632026,-76.48726453,883,Burning Bush,4,
884,42.47632026,-76.48728143,884,Eastern Red Cedar,2,
885,42.47636208,-76.48730753,885,Red Pine,3,
886,42.47637274,-76.48731116,886,White Spruce,3,
887,42.47638399,-76.48731177,887,Red Pine,4,
888,42.47646944,-76.48738344,888,Norway Spruce,5,
889,42.47635353,-76.48761874,889,Vanhouttei Spirea,5,
890,42.47636022,-76.48764746,890,Vanhouttei Spirea,5,
891,42.47640138,-76.48770874,891,Pin Oak,5,
892,42.47661011,-76.48776334,892,Hawthorn,5,Black
893,42.47666569,-76.48775257,893,Hawthorn,5,Black
894,42.47661072,-76.48794579,894,Box Elder,5,
895,42.4766959,-76.48797048,895,Bradford Pear,5,
896,42.47691639,-76.48786177,896,Crabapple,5,Siberian
897,42.4768608,-76.48781179,897,Crabapple,4,Southern
898,42.47680634,-76.48754992,898,River Birch,5,
899,42.47676405,-76.48752921,899,River Birch,5,
900,42.47677573,-76.48750187,900,River Birch,5,
901,42.47675347,-76.48748301,901,Silver Maple,4,Red galls
902,42.47664185,-76.48739062,902,River Birch,5,
903,42.47668532,-76.48736513,903,Redbud,5,
904,42.47665974,-76.48734653,904,River Birch,5,
905,42.47667005,-76.487303,905,Redbud,5,
906,42.47662658,-76.48734761,906,River Birch,5,
907,42.4764978,-76.48734961,907,Norway Spruce,5,
908,42.47649553,-76.4872927,908,Norway Spruce,5,
909,42.47651142,-76.4872481,909,Norway Spruce,5,
910,42.47650461,-76.4871958,910,Norway Spruce,5,
911,42.47652163,-76.48714659,911,Norway Spruce,5,
912,42.47652389,-76.48706507,912,Japanese Lilac Tree,5,
913,42.47652954,-76.48698781,913,Crabapple,4,
914,42.47663932,-76.48698048,914,Redbud,0,
915,42.47665747,-76.48693895,915,Redbud,5,
916,42.47666881,-76.4868682,916,Redbud,5,
917,42.47653495,-76.48690973,917,Eastern White Pine,5,
918,42.47655534,-76.48687786,918,White Fir,5,
919,42.47655542,-76.4868582,919,White Fir,5,
920,42.47653604,-76.48681879,920,Red Pine,3,
921,42.47656445,-76.48678669,921,Hemlock,4,Canada
922,42.47641377,-76.48668596,922,White Fir,5,
923,42.47637621,-76.48667716,923,White Fir,5,
924,42.47635145,-76.48663763,924,White Fir,5,
925,42.47632216,-76.48664445,925,White Fir,5,
926,42.47627773,-76.48662753,926,Scott's Pine,4,
927,42.47609854,-76.4866196,927,Eastern White Pine,2,
928,42.47601549,-76.48654069,928,Blue Spruce,4,
929,42.47600112,-76.48649275,929,Eastern White Pine,3,
930,42.47596661,-76.48651398,930,White Spruce,4,
931,42.47589176,-76.48646985,931,Redbud,5,
932,42.47583805,-76.48646905,932,Common Lilac,4,
933,42.47576389,-76.48650042,933,Silver Maple,5,
934,42.47568364,-76.48643091,934,Littleleaf Linden,4,
935,42.47577691,-76.48633265,935,Red Pine,2,
936,42.47585272,-76.48604847,936,Cornelian Cherry,4,
937,42.47590197,-76.48613764,937,Juniper,3,Ashe
938,42.47588608,-76.48618685,938,Common Lilac,4,Cluster
939,42.47589522,-76.48630292,939,White Spruce,5,
940,42.47592193,-76.48636044,940,White Spruce,5,
941,42.47596536,-76.4864253,941,White Spruce,5,
942,42.47602931,-76.48644861,942,Eastern White Pine,3,
943,42.47601677,-76.48646763,943,Red Pine,4,
944,42.47602584,-76.48648265,944,Eastern White Pine,2,
945,42.47605509,-76.48647471,945,Eastern White Pine,3,
946,42.47608471,-76.48648527,946,Eastern White Pine,5,
947,42.4760796,-76.48652172,947,Eastern White Pine,2,
948,42.47612382,-76.48653986,948,White Spruce,3,
949,42.47613452,-76.48655906,949,White Spruce,4,
950,42.47617295,-76.48655411,950,Norway Spruce,5,
951,42.47625816,-76.48644986,951,Norway Spruce,5,
952,42.47628879,-76.48646678,952,Norway Spruce,5,
953,42.47631122,-76.48648027,953,Norway Spruce,4,
954,42.47632169,-76.48652215,954,Norway Spruce,5,
955,42.47642946,-76.48650369,955,Red Pine,5,
956,42.4764737,-76.48648369,956,Red Pine,4,
957,42.47653155,-76.48653445,957,Hawthorn,5,Cockspur
958,42.4765634,-76.4865707,958,Hawthorn,5,Cockspur
959,42.47672326,-76.48652522,959,Red Pine,3,
960,42.47678111,-76.48654522,960,Sugar Maple,5,
961,42.47669717,-76.48637142,961,Red Pine,5,
962,42.47667675,-76.48607458,962,Honey Locust,5,
963,42.47658487,-76.48605766,963,Honey Locust,4,
964,42.47666201,-76.48595615,964,Honey Locust,5,
965,42.47656218,-76.48593154,965,Honey Locust,5,
966,42.47639202,-76.48579773,966,Bradford Pear,4,
967,42.47634892,-76.48572698,967,Bradford Pear,4,
968,42.47636593,-76.48565931,968,Crabapple,2,
969,42.47625022,-76.48572083,969,Contorta Locust,2,Contorta
970,42.47620712,-76.48573467,970,Contorta Locust,2,Contorta
971,42.47617989,-76.485647,971,Contorta Locust,2,Contorta
972,42.47633035,-76.48557592,972,Japanese Weeping Cherry,3,
973,42.47648164,-76.48540553,973,River Birch,5,
974,42.47652701,-76.48526711,974,River Birch,5,
975,42.47629446,-76.48525173,975,Redbud,4,
976,42.47609368,-76.48517021,976,River Birch,5,
977,42.47611863,-76.48515176,977,River Birch,5,
978,42.47612204,-76.48508716,978,River Birch,5,
979,42.47615607,-76.48513023,979,River Birch,5,
980,42.47631942,-76.48506409,980,River Birch,5,
981,42.47682876,-76.48506717,981,Magnolia,5,
982,42.47685598,-76.48531018,982,Honey Locust,5,
983,42.47688775,-76.485404,983,American Sycamore,5,
984,42.47673169,-76.48541481,984,Fringe Tree,5,
985,42.47673914,-76.4854932,985,Hemlock,2,
986,42.47689001,-76.48595615,986,Honey Locust,5,
987,42.47690022,-76.48606996,987,Honey Locust,5,
988,42.47688661,-76.48634373,988,Red Pine,4,
989,42.47699211,-76.48633143,989,Red Pine,4,
990,42.47706017,-76.48655444,990,Honey Locust,5,
991,42.4771963,-76.48697433,991,Hawthorn,5,Cockspur Sprayed
992,42.47718722,-76.48705892,992,Hawthorn,4,Cockspur Sprayed
993,42.47701834,-76.48735319,993,River Birch,4,
994,42.47698258,-76.4873954,994,Silver Maple,5,
995,42.47701237,-76.4874309,995,River Birch,5,
996,42.47704344,-76.48740651,996,River Birch,5,
997,42.47733129,-76.48761415,997,Red Pine,3,
998,42.4771149,-76.48784639,998,Hawthorn,5,
999,42.47702529,-76.48791253,999,Red Pine,3,
1000,42.47704573,-76.48809533,1000,Cypress,4,Sawara
1001,42.47708172,-76.488154,1001,Red Pine,5,
1002,42.4770908,-76.48825551,1002,Red Pine,4,
1003,42.47698559,-76.48820629,1003,White Spruce,5,
1004,42.47693412,-76.48820365,1004,White Spruce,5,
1005,42.47689895,-76.48826704,1005,Eastern White Pine,4,
1006,42.47685187,-76.48837701,1006,Norway Spruce,4,
1007,42.47685924,-76.48845545,1007,Crabapple,4,Siberian Scab
1008,42.47708626,-76.48851236,1008,Northern Red Oak,4,
1009,42.47706244,-76.48862617,1009,Northern Red Oak,3,
1010,42.4771816,-76.48875141,1010,Tulip Tree,5,
1011,42.47717206,-76.48881755,1011,Sweet Gum,0,
1012,42.47715933,-76.48889375,1012,Tulip Tree,3,
1013,42.47714131,-76.48898576,1013,Sweet Gum,0,
1014,42.47695467,-76.48891994,1014,Dogwood,3,Rough Leaf
1015,42.47689228,-76.48875229,1015,Crabapple,2,Scab
